original_title,genres,actor1,actor2,director,popularity,release_date,vote_average,vote_count,production_companies,budget_adj,revenue_adj,release_year,runtime,id,imdb_id
Abduction,Thriller,Taylor Lautner,Lily Collins,John Singleton,1.2465950000000001,9/22/11,5.5,631,Lions Gate Films,33928931.490701504,79575127.3789028,2011,106,59965,tt1600195
The Adjustment Bureau,Thriller,Matt Damon,Emily Blunt,George Nolfi,1.241191,3/3/11,6.4,1097,Universal Pictures,48663781.7380919,123956325.70998701,2011,106,38050,tt1385826
Immortals,Fantasy,Mickey Rourke,Kellan Lutz,Tarsem Singh,1.240414,11/10/11,5.6,596,Virgin Produced,72704853.1943604,219960309.935942,2011,110,37958,tt1253864
Like Crazy,Drama,Anton Yelchin,Felicity Jones,Drake Doremus,1.22871,10/28/11,6.4,257,Paramount Vantage,242349.510647868,3433950.06436803,2011,90,60420,tt1758692
Larry Crowne,Comedy,Tom Hanks,Julia Roberts,Tom Hanks,1.21550499999999,6/30/11,5.6,218,Universal Pictures,29081941.277744103,35053796.744373605,2011,98,59861,tt1583420
Paul,Adventure,Seth Rogen,Simon Pegg,Greg Mottola,1.21340499999999,2/14/11,6.4,1143,Universal Pictures,38775921.7036588,94566766.3207854,2011,104,39513,tt1092026
Catch .44,Drama,Bruce Willis,Malin Ã…kerman,Aaron Harvey,1.2120030000000002,12/8/11,4.9,71,Benaroya Pictures,6785786.2981403,113802822.54054782,2011,93,75736,tt1886493
The Inbetweeners Movie,Comedy,Simon Bird,James Buckley,Ben Palmer,1.20877099999999,8/19/11,6.2,204,Channel 4 Television Corporation,36465392.87917733,85332019.7989856,2011,97,69798,tt1716772
Colombiana,Action,Zoe Saldana,Cliff Curtis,Olivier Megaton,1.205338,7/27/11,6.5,554,TF1 Films Production,38775921.7036588,59100179.532517396,2011,108,62835,tt1657507
Battle: Los Angeles,Action,Aaron Eckhart,RamÃ³n RodrÃ­guez,Jonathan Liebesman,1.19533,3/8/11,5.5,1041,Columbia Pictures,67857862.98140301,196270876.956245,2011,116,44943,tt1217613
Final Destination 5,Horror,Emma Bell,Nicholas D'Agosto,Steven Quale,1.176723,8/12/11,5.9,493,New Line Cinema,45561708.0017992,153055972.073581,2011,92,55779,tt1622979
Machine Gun Preacher,Action,Gerard Butler,Michelle Monaghan,Marc Forster,1.128994,9/23/11,6.4,166,Mpower Pictures,29081941.277744103,2450545.18945915,2011,129,45610,tt1586752
Jack and Jill,Comedy,Adam Sandler,Katie Holmes,Dennis Dugan,1.123666,11/11/11,4.2,371,Columbia Pictures,76582445.36472629,145093477.114451,2011,91,71880,tt0810913
What's Your Number?,Comedy,Chris Evans,Anna Faris,Mark Mylod,1.120851,9/30/11,6.2,390,Regency Enterprises,19387960.8518294,29494997.906100202,2011,106,63492,tt0770703
Season of the Witch,Adventure,Nicolas Cage,Ron Perlman,Dominic Sena,1.11981,1/7/11,5.2,453,Atlas Entertainment,38775921.7036588,85403967.55230871,2011,95,23047,tt0479997
My Week with Marilyn,Drama,Michelle Williams,Eddie Redmayne,Simon Curtis,1.116674,10/17/11,6.7,212,BBC Films,6204147.47258542,33984861.88016681,2011,99,75900,tt1655420
Hostel: Part III,Horror,Kip Pardue,Brian Hallisay,Scott Spiegel,1.114169,12/27/11,4.9,133,Raw Nerve,5816388.25554883,113802822.54054782,2011,88,71670,tt1255916
We Bought a Zoo,Drama,Matt Damon,Scarlett Johansson,Cameron Crowe,1.111078,12/22/11,6.4,589,Twentieth Century Fox Film Corporation,48469902.129573606,116407101.61618,2011,124,74465,tt1389137
10 Years,Comedy,Kate Mara,Channing Tatum,Jamie Linden,1.109807,9/12/11,5.6,100,Anchor Bay Films,36465392.87917733,194990.53867510398,2011,100,58547,tt1715873
The Darkest Hour,Horror,Emile Hirsch,Rachael Taylor,Chris Gorak,1.107689,12/25/11,4.7,309,Summit Entertainment,29081941.277744103,62649079.8473779,2011,89,71469,tt1093357
The Help,Drama,Emma Stone,Viola Davis,Tate Taylor,1.105855,8/9/11,7.6,1056,DreamWorks SKG,24234951.064786803,120469153.75428401,2011,146,50014,tt1454029
The Grey,Action,Liam Neeson,Dermot Mulroney,Joe Carnahan,1.102011,12/11/11,6.3,955,Scott Free Productions,24234951.064786803,74913462.80613591,2011,117,75174,tt1601913
Moneyball,Drama,Brad Pitt,Jonah Hill,Bennett Miller,1.081676,9/22/11,6.9,899,Columbia Pictures,48469902.129573606,106833690.071813,2011,133,60308,tt1210166
We Need to Talk About Kevin,Drama,John C. Reilly,Tilda Swinton,Lynne Ramsay,1.079441,9/28/11,7.3,345,BBC Films,6785786.2981403,5854138.55412343,2011,112,71859,tt1242460
The Roommate,Thriller,Minka Kelly,Leighton Meester,Christian E. Christiansen,1.074793,2/4/11,5.5,133,Vertigo Entertainment,15510368.6814635,39253601.313728206,2011,91,49950,tt1265990
Puss in Boots,Action,Antonio Banderas,Salma Hayek,Chris Miller,1.071695,10/28/11,6.9,48,DreamWorks,126021745.536891,538003773.866579,2011,90,417859,tt0448694
Tinker Tailor Soldier Spy,Drama,John Hurt,Gary Oldman,Tomas Alfredson,1.058691,9/16/11,6.5,490,StudioCanal,29081941.277744103,113802822.54054782,2011,127,49517,tt1340800
The Green Hornet,Action,Seth Rogen,Jay Chou,Michel Gondry,1.0583420000000001,1/12/11,5.4,854,Original Film,116327765.110976,220845594.27977598,2011,119,40805,tt0990407
Something Borrowed,Comedy,Kate Hudson,Ginnifer Goodwin,Luke Greenfield,1.055533,5/5/11,6.0,180,Alcon Entertainment,33928931.490701504,58068797.20968461,2011,112,49022,tt0491152
A Cinderella Story: Once Upon a Song,Comedy,Lucy Hale,Missi Pyle,Damon Santostefano,1.052549,9/5/11,6.1,140,Warner Premiere,36465392.87917733,113802822.54054782,2011,88,74018,tt1814614
Johnny English Reborn,Crime,Rowan Atkinson,Dominic West,Oliver Parker,1.0488950000000001,9/15/11,6.0,689,Universal Pictures,43622911.9166162,155179867.92921,2011,101,58233,tt1634122
Contagion,Drama,Matt Damon,Gwyneth Paltrow,Steven Soderbergh,1.045866,9/8/11,6.1,852,Double Feature Films,58163882.555488296,131312814.08496499,2011,106,39538,tt1598778
Dragons: Gift of the Night Fury,Animation,Jay Baruchel,Gerard Butler,Tom Owens,1.043518,11/15/11,6.6,85,DreamWorks Animation,36465392.87917733,113802822.54054782,2011,22,91417,tt2065968
The Big Year,Comedy,Owen Wilson,Steve Martin,David Frankel,1.038162,10/14/11,5.4,152,Ingenious Media,39745319.7462503,7220449.83946768,2011,100,73937,tt1053810
Beastly,Drama,Alex Pettyfer,Vanessa Hudgens,Daniel Barnz,1.029084,1/21/11,6.0,507,CBS Films,16479766.724055,41844620.0347432,2011,86,38117,tt1152398
A Very Harold & Kumar Christmas,Comedy,Neil Patrick Harris,John Cho,Todd Strauss-Schulson,1.024786,11/4/11,6.0,186,New Line Cinema,18418562.8092379,34304294.0455694,2011,108,55465,tt1268799
Tower Heist,Action,Ben Stiller,Eddie Murphy,Brett Ratner,1.013101,11/2/11,5.8,588,Universal Pictures,72704853.1943604,148250646.588494,2011,104,59108,tt0471042
New Year's Eve,Comedy,Robert De Niro,Katherine Heigl,Garry Marshall,1.011185,12/8/11,5.6,479,New Line Cinema,54286290.3851224,137697794.037814,2011,118,62838,tt1598822
Your Highness,Adventure,Danny McBride,James Franco,David Gordon Green,1.004841,4/8/11,5.1,289,Universal Pictures,48372962.325314395,25322264.746482998,2011,102,38319,tt1240982
All Star Superman,Animation,James Denton,Christina Hendricks,Sam Liu,0.9853040000000001,2/22/11,6.9,66,DC Comics,3392893.14907015,113802822.54054782,2011,76,56590,tt1699114
Samsara,Drama,Marcos Luna,Putu Dinda Pratika,Ron Fricke,0.982341,9/16/11,7.9,83,Magidson Films,3877592.17036588,113802822.54054782,2011,102,89708,tt0770802
Tom and Jerry & The Wizard of Oz,Animation,Laraine Newman,,Spike Brandt,0.9803069999999999,8/23/11,6.0,17,Warner Bros. Home Video,36465392.87917733,113802822.54054782,2011,59,72972,tt2027255
Honey 2,Drama,Kat Graham,Audrina Patridge,Bille Woodruff,0.954335,6/23/11,5.8,60,Universal Pictures,36465392.87917733,113802822.54054782,2011,110,63710,tt1657283
Apollo 18,Horror,Ryan Robbins,Warren Christie,Gonzalo LÃ³pez-Gallego,0.9416040000000001,7/20/11,4.9,205,Bazelevs Production,4846990.21295736,24780648.488514498,2011,86,50357,tt1772240
Happy Feet Two,Music,Elijah Wood,Robin Williams,George Miller,0.9309200000000001,11/17/11,5.8,232,Village Roadshow Pictures,126021745.536891,145803733.7335,2011,100,65759,tt1402488
Scream 4,Horror,David Arquette,Neve Campbell,Wes Craven,0.929466,4/11/11,6.0,499,Dimension Films,38775921.7036588,94166052.0683076,2011,111,41446,tt1262416
Mars Needs Moms,Adventure,Seth Green,Joan Cusack,Simon Wells,0.9216530000000001,3/9/11,5.5,129,Walt Disney Animation Studios,145409706.38872,37799503.28044289,2011,88,50321,tt1305591
Attack the Block,Action,Nick Frost,Jodie Whittaker,Joe Cornish,0.9197299999999999,5/12/11,6.4,427,UK Film Council,13911376.6615482,3843354.97029764,2011,88,59678,tt1478964
Diary of a Wimpy Kid: Rodrick Rules,Family,Zachary Gordon,Devon Bostick,David Bowers,0.917718,3/25/11,6.4,127,Fox 2000 Pictures,20357358.8944209,70201279.9931754,2011,99,60307,tt1650043
Puss in Boots: The Three Diablos,Animation,Antonio Banderas,Gilles Marini,Raman Hui,0.910291,12/8/11,6.8,73,,36465392.87917733,113802822.54054782,2011,13,83201,tt2268617
Extremely Loud & Incredibly Close,Drama,Thomas Horn,Tom Hanks,Stephen Daldry,0.9079520000000001,12/24/11,7.0,463,Paramount Pictures,38775921.7036588,53557187.698726505,2011,129,64685,tt0477302
Battle of Los Angeles,Science Fiction,Kel Mitchell,Nia Peeples,Mark Atkins,0.9076219999999999,3/10/11,3.9,35,The Asylum,36465392.87917733,113802822.54054782,2011,91,59197,tt1758570
Alvin and the Chipmunks: Chipwrecked,Comedy,Jason Lee,David Cross,Mike Mitchell,0.904531,12/14/11,5.5,308,Fox 2000 Pictures,72704853.1943604,332208283.894033,2011,87,55301,tt1615918
The Beaver,Drama,Jodie Foster,Mel Gibson,Jodie Foster,0.9033120000000001,2/11/11,6.0,144,Summit Entertainment,20357358.8944209,941107.130116482,2011,91,50780,tt1321860
The Best Exotic Marigold Hotel,Drama,Bill Nighy,Maggie Smith,John Madden,0.8958290000000001,11/28/11,6.8,310,Participant Media,9693980.42591472,132648701.78214099,2011,124,74534,tt1412386
The Smurfs,Animation,Neil Patrick Harris,Jayma Mays,Raja Gosnell,0.8790030000000001,7/29/11,5.5,797,Columbia Pictures,106633784.685061,546497490.228467,2011,103,41513,tt0472181
Perfect Sense,Drama,Ewan McGregor,Eva Green,David Mackenzie,0.8767309999999989,1/24/11,6.7,146,Zentropa Entertainments,36465392.87917733,880213.4226730571,2011,92,51999,tt1439572
Hanna,Action,Saoirse Ronan,Eric Bana,Joe Wright,0.8638040000000001,4/7/11,6.5,804,Focus Features,29081941.277744103,61830221.5656166,2011,111,50456,tt0993842
Hodejegerne,Thriller,Aksel Hennie,Nikolaj Coster-Waldau,Morten Tyldum,0.859651,8/4/11,7.0,257,Nordisk Film,36465392.87917733,15219265.2350596,2011,100,70670,tt1614989
Puncture,Drama,Chris Evans,Michael Biehn,Adam Kassen|Mark Kassen,0.854834,9/23/11,6.6,69,Cherry Sky Films,36465392.87917733,66835.14804646901,2011,100,72432,tt1582248
A Few Best Men,Comedy,Rebel Wilson,Xavier Samuel,Stephan Elliott,0.852907,10/14/11,5.7,87,Parabolic Pictures,12086831.890869,28119728.4134443,2011,97,85435,tt1640711
Sleeping Beauty,Drama,Emily Browning,Rachael Blake,Julia Leigh,0.851701,6/10/11,5.4,100,Screen Australia,9693980.42591472,113802822.54054782,2011,102,64586,tt1588398
Submarine,Drama,Craig Roberts,Sally Hawkins,Richard Ayoade,0.8476360000000001,3/18/11,7.4,252,Film4,36465392.87917733,838198.742109099,2011,97,49020,tt1440292
Flypaper,Mystery,Patrick Dempsey,Ashley Judd,Rob Minkoff,0.8461879999999989,8/19/11,6.1,153,Rising Star,4846990.21295736,3045997.93712096,2011,87,62046,tt1541160
Margin Call,Thriller,Kevin Spacey,Paul Bettany,J.C. Chandor,0.846125,9/28/11,6.6,313,Benaroya Pictures,3392893.14907015,18907177.2292277,2011,107,50839,tt1615147
Gnomeo & Juliet,Animation,James McAvoy,Michael Caine,Kelly Asbury,0.827785,1/13/11,5.7,335,Starz Animation,34898329.533293,183906860.236067,2011,84,45772,tt0377981
Blitz,Crime,Jason Statham,Paddy Considine,Elliott Lester,0.815155,5/20/11,6.0,309,Davis-Films,15292203.7131822,719172.1728475479,2011,97,55846,tt1297919
Cedar Rapids,Comedy,Anne Heche,Ed Helms,Miguel Arteta,0.8122520000000001,2/11/11,5.7,71,Ad Hominem Enterprises,36465392.87917733,6651138.84882043,2011,87,52067,tt1477837
The Descendants,Comedy,George Clooney,Shailene Woodley,Alexander Payne,0.8083359999999989,9/9/11,6.6,590,Fox Searchlight Pictures,19387960.8518294,171819196.601678,2011,115,65057,tt1033575
Hop,Animation,Russell Brand,James Marsden,Tim Hill,0.8067350000000001,3/30/11,5.4,228,Universal Pictures,61072076.683262706,178324379.003613,2011,95,50359,tt1411704
The Rum Diary,Drama,Johnny Depp,Amber Heard,Bruce Robinson,0.806361,10/13/11,5.5,234,FilmEngine,43622911.9166162,23265553.022195302,2011,120,23514,tt0376136
Detention,Horror,Josh Hutcherson,Dane Cook,Joseph Kahn,0.803764,3/16/11,5.9,70,Detention Films,9693980.42591472,113802822.54054782,2011,93,68684,tt1701990
The Guard,Action,Brendan Gleeson,Don Cheadle,John Michael McDonagh,0.802769,7/7/11,6.6,194,UK Film Council,5816388.25554883,18961691.3281528,2011,96,67913,tt1540133
Sniper: Reloaded,War,Billy Zane,Richard Sammel,Claudio FÃ¤h,0.801419,4/26/11,5.1,30,ApolloMovie Beteiligungs,36465392.87917733,113802822.54054782,2011,91,58767,tt1571243
Our Idiot Brother,Comedy,Paul Rudd,Elizabeth Banks,Jesse Peretz,0.80048,8/26/11,5.7,199,The Weinstein Company,9693980.42591472,16744987.242721697,2011,90,59968,tt1637706
The Ledge,Drama,Patrick Wilson,Liv Tyler,Matthew Chapman,0.786615,5/6/11,5.7,44,Rising Star,9693980.42591472,592288.6324507929,2011,101,63493,tt1535970
A Little Bit of Heaven,Comedy,Kate Hudson,Gael GarcÃ­a Bernal,Nicole Kassell,0.780354,2/3/11,6.2,134,Davis Entertainment,36465392.87917733,1257248.18916445,2011,106,45156,tt1440161
Carnage,Comedy,Kate Winslet,Jodie Foster,Roman Polanski,0.779648,9/16/11,6.9,382,Wild Bunch,24234951.064786803,26758361.0581173,2011,80,72113,tt1692486
Another Earth,Drama,Brit Marling,William Mapother,Mike Cahill,0.779536,7/22/11,6.8,299,Artists Public Domain,96939.8042591472,1722557.31081227,2011,92,55420,tt1549572
The Ides of March,Drama,Ryan Gosling,George Clooney,George Clooney,0.771868,9/24/11,6.4,591,Appian Way,12117475.532393401,73667524.5839343,2011,101,10316,tt1124035
Beverly Hills Chihuahua 2,Family,Odette Annable,George Lopez,Alex Zamm,0.7670710000000001,2/1/11,5.0,30,Walt Disney Pictures,36465392.87917733,11632776.5110976,2011,93,54540,tt1482393
Transformers: Dark of the Moon,Action,Shia LaBeouf,John Malkovich,Michael Bay,0.7605029999999989,6/28/11,6.1,2456,Paramount Pictures,189032618.305337,1089358138.29044,2011,154,38356,tt1399103
Paranormal Activity 3,Horror,Katie Featherston,Sprague Grayden,Henry Joost|Ariel Schulman,0.760193,10/19/11,6.0,406,Paramount Pictures,4846990.21295736,199408878.52279198,2011,83,72571,tt1778304
Intruders,Horror,Clive Owen,Carice van Houten,Juan Carlos Fresnadillo,0.755324,9/12/11,5.2,83,Universal Pictures International (UPI),12602174.5536891,113802822.54054782,2011,100,63207,tt1634121
The Dilemma,Comedy,Kevin James,Vince Vaughn,Ron Howard,0.747362,1/13/11,5.2,204,Imagine Entertainment,67857862.98140301,65058885.114699095,2011,111,44564,tt1578275
Take Me Home Tonight,Comedy,Topher Grace,Anna Faris,Michael Dowse,0.734516,3/4/11,6.3,120,Imagine Entertainment,18418562.8092379,6716055.55814061,2011,97,50725,tt0810922
Hysteria,Comedy,Maggie Gyllenhaal,Hugh Dancy,Tanya Wexler,0.731793,6/6/11,6.5,131,Arte France CinÃ©ma,36465392.87917733,9213293.74311727,2011,100,75802,tt1435513
Passion Play,Drama,Megan Fox,Mickey Rourke,Mitch Glazer,0.709051,5/6/11,5.0,16,,14540970.638872,113802822.54054782,2011,94,38753,tt1396221
You're Next,Horror,Sharni Vinson,Nicholas Tucci,Adam Wingard,0.706395,9/10/11,6.6,445,HanWay Films,36465392.87917733,13907953.717059802,2011,95,83899,tt1853739
A Lonely Place to Die,Adventure,Melissa George,Ed Speleers,Julian Gilbey,0.70252,4/9/11,6.1,77,Carnaby International,3877592.17036588,24569393.389480803,2011,99,81390,tt1422136
The Muppets,Comedy,Amy Adams,Jason Segel,James Bobin,0.699052,11/22/11,6.4,328,Walt Disney Pictures,43622911.9166162,160129276.014765,2011,103,64328,tt1204342
Spy Kids: All the Time in the World,Family,Jessica Alba,Mason Cook,Robert Rodriguez,0.688697,8/18/11,4.5,125,Dimension Films,26173747.1499697,82945874.6296899,2011,89,56288,tt1517489
Trust,Crime,Clive Owen,Catherine Keener,David Schwimmer,0.687144,4/1/11,6.5,164,Nu Image Films,9209281.40461898,116327.76511097599,2011,104,44945,tt1529572
The Son of No One,Drama,Channing Tatum,Al Pacino,Dito Montiel,0.6859770000000001,11/4/11,4.8,57,Millennium Films,14540970.638872,113802822.54054782,2011,90,74536,tt1535612
A Good Old Fashioned Orgy,Comedy,Jason Sudeikis,Leslie Bibb,Alex Gregory|Peter Huyck,0.6823560000000001,9/2/11,6.0,47,Endgame Entertainment,36465392.87917733,113802822.54054782,2011,95,69778,tt1231586
Seeking Justice,Action,Nicolas Cage,Guy Pearce,Roger Donaldson,0.666454,9/2/11,5.9,171,Endgame Entertainment,16479766.724055,11977686.3958556,2011,105,74998,tt1214962
Barbie: A Fairy Secret,Animation,nan,,William Lau|Terry Klassen,0.664022999999999,3/1/11,5.4,32,Resnick Interactive Development,36465392.87917733,113802822.54054782,2011,72,57737,tt1800254
The Smurfs: A Christmas Carol,Comedy,Jack Angel,Fred Armisen,Troy Quane,0.660334,11/26/11,5.9,14,,36465392.87917733,113802822.54054782,2011,22,79443,tt2062677
Marley & Me: The Puppy Years,Family,Travis Turner,Julia Rhodes,Michael Damian,0.659941,6/1/11,5.7,24,20th Century Fox,36465392.87917733,113802822.54054782,2011,86,72391,tt1704614
Jackass 3.5,Comedy,Jason AcuÃ±a,Johnny Knoxville,Jeff Tremaine,0.658652999999999,8/3/11,6.2,107,Paradise F.X. Corp.,36465392.87917733,113802822.54054782,2011,85,65851,tt1753968
The Eagle,Adventure,Channing Tatum,Mark Strong,Kevin Macdonald,0.658095,2/8/11,5.9,252,Toledo Productions,24234951.064786803,26292052.4870876,2011,114,49494,tt1034389
The Sitter,Comedy,Sam Rockwell,Jonah Hill,David Gordon Green,0.656612,12/9/11,5.4,213,Twentieth Century Fox Film Corporation,24234951.064786803,33872888.651063204,2011,81,57431,tt1366344
Rundskop,Crime,Matthias Schoenaerts,Jeroen Perceval,MichaÃ«l R. Roskam,0.644722999999999,2/2/11,7.5,56,Waterland,1938796.08518294,40782.5756518232,2011,124,63310,tt1821593
Violet & Daisy,Thriller,Saoirse Ronan,Alexis Bledel,Geoffrey Fletcher,0.628143999999999,9/15/11,6.1,50,Greenestreet Films,36465392.87917733,113802822.54054782,2011,88,91550,tt1634136
W.E.,Drama,Abbie Cornish,Andrea Riseborough,Madonna,0.626306,9/1/11,5.8,43,IM Global,14540970.638872,841863.066710095,2011,119,80591,tt1536048
La luna,Animation,Krista Sheffler,Tony Fucile,Enrico Casarosa,0.6255310000000001,1/1/11,7.9,171,Pixar Animation Studios,36465392.87917733,113802822.54054782,2011,7,83564,tt1957945
Butter,Comedy,Hugh Jackman,Jennifer Garner,Jim Field Smith,0.615488,9/3/11,5.9,77,Michael De Luca Productions,36465392.87917733,170329.052471577,2011,90,79697,tt1349451
11/11/11,Horror,Michael Landes,Timothy Gibbs,Darren Lynn Bousman,0.609789999999999,11/11/11,4.6,34,Canonigo Films,36465392.87917733,113802822.54054782,2011,90,51248,tt1712159
Geek Charming,Comedy,Sarah Hyland,Matt Prokop,Jeffrey Hornaday,0.607142,11/11/11,6.0,104,Mandeville Films,36465392.87917733,113802822.54054782,2011,97,81250,tt1835977
The Hit List,Action,Cuba Gooding Jr.,Cole Hauser,William Kaufman,0.605805,4/2/11,5.1,46,North by Northwest Entertainment,5816388.25554883,113802822.54054782,2011,90,58626,tt1575694
The Innkeepers,Horror,Sara Paxton,Pat Healy,Ti West,0.604152,12/1/11,5.2,104,Glass Eye Pix,727048.5319436041,75996.928947001,2011,102,58428,tt1594562
Restless,Drama,Mia Wasikowska,Henry Hopper,Gus Van Sant,0.601594,9/16/11,6.3,93,Columbia Pictures,7755184.34073177,158268.771423696,2011,91,47760,tt1498569
Freerunner,Action,Sean Faris,Danny Dyer,Lawrence Silverstein,0.598246,9/14/11,4.1,24,Vitamin A Films,4846990.21295736,113802822.54054782,2011,87,76101,tt1579232
A Princess for Christmas,Comedy,Katie McGrath,Roger Moore,Michael Damian,0.597094999999999,12/3/11,6.5,34,Motion Picture Corporation of America (MPCA),36465392.87917733,113802822.54054782,2011,89,79113,tt1083448
Coriolanus,Drama,Gerard Butler,Ralph Fiennes,Ralph Fiennes,0.597001,2/14/11,5.7,76,BBC Films,7464364.92795433,1039778.27927969,2011,123,101173,tt1372686
J. Edgar,Drama,Leonardo DiCaprio,Armie Hammer,Clint Eastwood,0.588821,11/9/11,5.8,428,Imagine Entertainment,33928931.490701504,82016919.8734354,2011,137,88794,tt1616195
Sanctum,Action,Ioan Gruffudd,Richard Roxburgh,Alister Grierson,0.587044999999999,2/3/11,5.7,193,Universal Pictures,29081941.277744103,105285652.52121,2011,108,48340,tt0881320
The Sunset Limited,Drama,Tommy Lee Jones,Samuel L. Jackson,Tommy Lee Jones,0.5854590000000001,2/12/11,7.0,45,The Javelina Film Company,36465392.87917733,113802822.54054782,2011,90,56831,tt1510938
